Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Cars,Wood Deck SF,Open Porch SF,Enclosed Porch,Property Age,Yrs Since Remod,MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Neighborhood_BrkSide,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,House Style_2Story,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Type_Attchd,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,SalePrice
108.0,12228,7,5,206.0,3,5,1,0.0,1721.0,4,0,1740,2,4,3,0,3.0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,293000
78.0,10335,5,6,0.0,2,3,3,570.0,1461.0,3,0,1721,2,3,2,1,2.0,0,96,180,38,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,180000
68.73849737914968,12328,6,5,335.0,2,3,6,539.0,1012.0,2,0,1034,1,3,2,0,3.0,0,0,0,34,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,169900
68.0,8930,6,5,0.0,2,0,0,0.0,0.0,2,584,1902,2,4,2,0,2.0,0,0,0,32,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,112000
81.0,9672,6,5,0.0,2,4,6,338.0,1040.0,2,0,1097,2,3,2,0,2.0,0,0,0,26,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,152000
120.0,13975,9,5,525.0,3,4,1,0.0,1090.0,4,1089,2206,2,4,4,1,3.0,148,95,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,300000
94.0,7819,6,5,0.0,2,3,5,422.0,1029.0,2,0,1117,1,3,2,1,2.0,144,0,0,34,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,107000
60.0,11340,4,6,0.0,2,3,1,0.0,777.0,3,1044,2290,2,4,2,0,2.0,0,0,114,125,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,122500
21.0,1680,6,5,504.0,2,3,5,276.0,483.0,2,465,948,1,2,2,0,1.0,0,0,0,34,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,89000
65.0,6001,6,5,0.0,2,2,2,368.0,600.0,4,319,919,1,3,2,0,1.0,0,0,45,70,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,95000
78.0,11700,6,6,41.0,2,3,1,0.0,912.0,4,0,1152,1,3,2,0,2.0,0,126,0,39,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,143450
102.0,12858,9,5,162.0,4,5,1,0.0,1590.0,4,707,2334,2,3,4,1,3.0,144,133,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,376162
73.0,9300,5,5,324.0,2,3,3,697.0,1268.0,2,0,1264,1,3,2,2,2.0,0,0,0,50,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,167500
64.0,7018,5,5,275.0,2,4,6,1086.0,1086.0,2,0,1224,0,2,2,2,2.0,120,0,0,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,153337
54.0,6629,6,6,0.0,2,3,4,551.0,672.0,2,672,1369,2,3,2,0,1.0,147,0,0,84,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,103600
75.0,10650,5,6,0.0,2,3,2,182.0,894.0,2,0,894,1,3,2,0,1.0,365,0,0,34,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,128200
68.73849737914968,2117,6,5,216.0,3,4,6,378.0,756.0,4,804,1573,2,3,3,0,2.0,0,32,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,177500
105.0,13650,8,5,232.0,3,4,6,578.0,1671.0,4,563,2250,2,3,3,1,3.0,238,130,0,8,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,320000
42.0,8433,6,5,0.0,2,4,6,683.0,794.0,4,695,1514,2,3,2,1,2.0,0,72,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,190000
21.0,1680,6,5,236.0,2,3,1,0.0,672.0,2,546,1218,1,3,2,0,0.0,201,0,0,35,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,91500
50.0,6000,5,4,0.0,2,3,1,0.0,811.0,2,576,1387,2,3,3,0,1.0,0,0,0,55,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,93000
60.0,6882,6,7,0.0,2,3,1,0.0,684.0,2,582,1355,1,3,3,0,0.0,136,0,115,93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,127000
68.73849737914968,7917,6,7,174.0,2,3,4,751.0,1143.0,2,0,1113,1,3,2,1,1.0,370,30,0,31,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,148000
71.0,6900,5,6,0.0,2,3,5,403.0,740.0,4,0,778,1,2,2,1,1.0,0,25,0,68,53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,120500
60.0,9900,6,7,0.0,2,3,1,0.0,778.0,2,545,1489,2,3,2,1,1.0,335,0,0,69,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,139500
86.0,13286,9,5,340.0,4,5,6,1234.0,1698.0,4,0,1698,2,3,4,1,3.0,327,64,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,320000
107.0,12888,7,8,0.0,2,3,5,288.0,1005.0,2,1005,2267,1,3,2,2,2.0,521,0,0,70,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,219000
68.73849737914968,8885,5,5,0.0,2,4,4,301.0,864.0,2,0,902,1,2,2,0,2.0,164,0,0,23,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,131000
62.0,8857,6,5,0.0,3,4,1,0.0,738.0,4,757,1495,2,3,3,1,2.0,100,30,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,171925
53.0,14137,5,5,0.0,3,4,6,450.0,1348.0,3,0,1384,2,3,3,0,2.0,0,39,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,177900
53.0,6720,6,7,0.0,2,3,1,0.0,585.0,2,585,1436,1,3,2,1,1.0,184,0,0,86,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,141500
60.0,7500,6,5,0.0,3,4,6,476.0,952.0,3,684,1636,2,3,2,1,2.0,0,84,0,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,191000
63.0,13072,6,5,0.0,2,4,5,941.0,1158.0,4,0,1158,1,3,3,0,2.0,0,50,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,158000
67.0,10656,8,5,274.0,3,4,1,0.0,1638.0,4,0,1646,2,3,3,1,3.0,192,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,248900
60.0,7200,5,7,252.0,2,4,5,569.0,731.0,4,787,1768,1,3,3,2,1.0,0,0,264,70,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,175000
80.0,8800,6,7,0.0,2,3,5,901.0,1187.0,4,0,1565,2,3,3,2,1.0,200,25,211,41,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,185900
60.0,10800,7,7,0.0,2,4,3,390.0,880.0,1,888,1768,1,2,2,2,2.0,0,341,0,92,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,163000
80.0,13014,6,5,39.0,2,3,5,528.0,1008.0,2,0,1096,1,3,2,1,2.0,168,0,0,30,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,157500
68.73849737914968,15896,7,5,210.0,3,4,5,913.0,1177.0,4,1089,2312,2,4,3,1,3.0,298,0,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,245000
41.0,5395,8,5,0.0,3,4,6,733.0,1337.0,3,0,1337,2,2,3,1,2.0,96,0,70,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,180000
68.73849737914968,5105,7,5,0.0,3,4,6,239.0,551.0,4,551,1102,2,2,3,0,2.0,0,60,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,148800
75.0,9473,8,5,0.0,3,4,6,804.0,1128.0,4,903,2031,2,3,3,1,2.0,0,211,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,237000
60.0,8400,2,5,0.0,2,3,3,290.0,290.0,2,0,438,1,1,1,0,1.0,0,0,0,89,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,60000
64.0,12102,5,5,222.0,2,4,5,456.0,456.0,4,0,1033,1,3,2,0,2.0,224,0,0,32,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,165000
41.0,10905,7,5,0.0,3,4,1,0.0,1129.0,4,1198,2327,2,4,3,1,2.0,0,57,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,240000
68.73849737914968,9556,7,5,52.0,2,4,1,0.0,1168.0,3,0,1187,2,3,3,0,2.0,0,21,0,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,160000
58.0,6430,6,6,0.0,2,3,4,780.0,780.0,2,524,1340,1,3,2,0,1.0,0,0,0,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,128000
65.0,6040,4,5,0.0,2,0,0,0.0,0.0,2,0,1152,2,2,1,0,0.0,0,0,0,53,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,82000
80.0,14695,6,8,210.0,2,3,5,1387.0,1562.0,3,0,1567,2,2,3,2,2.0,0,110,0,43,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,256000
50.0,9000,7,9,0.0,2,3,5,624.0,650.0,4,650,1482,1,3,2,0,2.0,0,0,0,89,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,143000
67.0,8368,7,5,0.0,3,4,1,0.0,1689.0,4,0,1689,2,3,3,0,2.0,100,39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,231713
195.0,41600,5,5,0.0,2,4,5,1047.0,1100.0,2,0,1424,1,3,2,0,3.0,144,0,0,38,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,155000
59.0,6490,5,7,0.0,2,3,6,534.0,816.0,4,0,816,1,2,2,0,1.0,315,0,0,25,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,128500
60.0,7290,7,8,174.0,2,3,1,0.0,1228.0,4,0,1424,2,2,2,1,1.0,0,0,90,87,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,168000
68.73849737914968,7472,7,9,138.0,2,3,5,626.0,725.0,3,754,1479,1,4,3,0,2.0,0,32,0,35,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,184000
70.0,7000,5,5,0.0,2,3,5,953.0,1025.0,2,0,1025,1,3,2,0,0.0,96,80,0,44,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,124000
68.73849737914968,11717,6,6,571.0,2,3,1,0.0,1442.0,2,0,1442,2,2,2,1,2.0,371,0,0,39,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,185000
106.0,11194,8,5,40.0,3,4,1,0.0,1406.0,4,482,1936,2,3,3,1,2.0,188,124,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,230500
90.0,11250,7,5,227.0,2,4,5,796.0,1054.0,4,869,1939,2,3,3,1,3.0,128,84,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,227000
64.0,8633,6,5,0.0,3,4,6,193.0,738.0,4,738,1476,2,3,3,0,2.0,100,35,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,173500
70.0,8400,5,6,0.0,2,4,6,744.0,833.0,3,0,898,1,3,2,0,1.0,143,0,0,38,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,140000
87.0,10037,8,5,0.0,3,5,6,666.0,1460.0,4,0,1460,2,3,3,1,2.0,0,20,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,247000
68.73849737914968,8014,6,5,23.0,2,4,6,456.0,456.0,2,0,1034,1,3,2,1,2.0,0,0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149900
68.73849737914968,12250,5,6,180.0,2,4,5,781.0,864.0,4,0,1174,1,3,2,0,2.0,211,0,280,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,158000
68.73849737914968,2403,7,5,0.0,3,4,6,244.0,530.0,4,550,1080,2,2,3,0,2.0,0,50,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,147110
50.0,8600,6,6,0.0,2,3,1,0.0,780.0,2,596,1376,2,3,2,1,1.0,0,0,0,69,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,119500
60.0,13680,5,6,0.0,2,3,5,728.0,840.0,4,727,1567,1,2,2,2,2.0,0,21,150,69,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,205000
60.0,10800,5,9,0.0,2,4,1,0.0,736.0,4,783,1534,1,3,3,0,0.0,0,112,0,112,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,148000
39.0,5389,8,5,0.0,3,4,6,1180.0,1595.0,4,0,1616,2,2,3,1,2.0,237,152,0,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,236500
60.0,10890,5,5,0.0,2,2,2,930.0,1058.0,2,493,1551,2,3,1,0,1.0,0,0,0,68,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,137000
68.0,9768,5,5,0.0,2,3,3,100.0,960.0,3,0,960,1,2,2,0,1.0,0,70,0,54,54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,122000
73.0,8993,7,5,0.0,3,4,1,0.0,1302.0,4,0,1302,2,3,3,0,2.0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,176485
50.0,11672,5,5,0.0,2,3,1,0.0,816.0,2,0,816,1,2,2,0,1.0,168,0,112,81,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,109000
68.73849737914968,9763,7,5,239.0,3,4,6,1102.0,1502.0,4,0,1502,1,1,3,1,1.0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,330000
56.0,9836,6,5,0.0,2,3,6,96.0,192.0,3,0,1133,1,3,2,0,1.0,0,175,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,143000
89.0,10557,9,5,422.0,3,5,6,672.0,1408.0,4,1407,3078,2,4,3,1,3.0,108,87,0,9,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,410000
70.0,8462,6,5,105.0,3,4,6,814.0,928.0,4,785,1721,2,3,3,0,2.0,300,87,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,201000
60.0,10818,4,4,0.0,2,2,1,0.0,1077.0,2,779,1760,1,4,2,1,2.0,120,0,96,96,56,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,80000
61.0,7259,6,8,0.0,2,3,5,774.0,1028.0,4,884,2320,2,3,3,1,1.0,224,0,0,62,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,259500
68.73849737914968,11800,7,5,94.0,3,4,6,766.0,1122.0,4,1340,2486,3,5,3,1,2.0,143,32,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,279900
75.0,7500,5,7,0.0,2,3,2,340.0,1246.0,4,0,1246,1,3,3,0,1.0,218,0,0,51,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,154000
62.0,6488,5,5,0.0,2,3,2,230.0,799.0,4,351,1150,1,3,2,2,1.0,264,0,0,64,56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,128000
110.0,14230,8,5,640.0,3,4,1,0.0,1566.0,4,0,1600,2,3,3,1,3.0,0,56,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,256300
110.0,7810,4,6,0.0,2,3,6,189.0,930.0,4,525,1755,2,4,3,1,1.0,0,40,0,77,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,188000
85.0,14331,8,5,630.0,3,5,6,1274.0,1800.0,4,0,1800,2,3,3,1,3.0,270,78,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,312500
30.0,3182,7,5,0.0,3,4,1,0.0,600.0,4,600,1200,2,2,3,0,2.0,0,172,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,151000
24.0,1920,5,5,376.0,2,3,5,471.0,765.0,4,600,1365,1,2,2,0,2.0,240,36,0,36,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,122500
68.0,10110,6,5,0.0,3,4,6,80.0,835.0,4,861,1696,2,3,3,0,2.0,143,66,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,188000
91.0,10984,7,5,0.0,3,4,1,0.0,945.0,4,864,1809,2,3,3,0,2.0,144,54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,209700
85.0,14082,8,5,945.0,3,5,6,1558.0,2220.0,4,0,2234,1,1,3,1,2.0,390,80,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,441929
50.0,8480,6,5,120.0,3,4,6,602.0,886.0,4,794,1680,2,3,3,0,2.0,144,96,0,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,163000
68.73849737914968,12205,6,8,157.0,2,3,2,568.0,832.0,3,1111,2087,2,5,3,0,2.0,133,168,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,187500
90.0,15750,8,5,260.0,3,4,6,1246.0,1462.0,4,0,1513,2,2,3,1,2.0,135,34,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,220000
70.0,8050,5,6,0.0,2,3,5,474.0,949.0,2,0,1107,1,3,3,0,1.0,88,64,0,40,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,127000
60.0,7200,5,7,0.0,2,0,0,0.0,0.0,4,0,827,1,2,2,1,1.0,0,0,0,55,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,107500
35.0,6300,6,6,0.0,2,3,1,0.0,742.0,4,742,1484,2,3,2,1,0.0,0,291,134,94,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,128000
30.0,5232,5,5,0.0,2,2,1,0.0,680.0,3,0,764,1,2,2,0,2.0,0,0,0,83,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,73000
72.0,11846,9,5,562.0,3,5,6,1567.0,1792.0,4,0,1792,2,2,4,1,3.0,206,49,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,374000
130.0,16900,8,5,1110.0,3,5,6,1075.0,1479.0,4,1134,2649,2,4,3,1,3.0,0,60,0,7,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,421250
68.73849737914968,9636,6,5,0.0,2,4,1,0.0,808.0,3,785,1593,2,3,2,1,2.0,342,40,0,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,178000
90.0,10012,4,5,0.0,2,4,4,920.0,1138.0,2,0,1181,2,3,2,0,2.0,0,0,180,36,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,137500
91.0,14303,8,5,554.0,3,4,6,1314.0,1986.0,4,0,1987,2,2,3,1,2.0,262,36,0,14,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,301500
43.0,5707,6,6,0.0,2,3,1,0.0,583.0,3,595,1242,1,3,2,1,1.0,329,96,0,74,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,105000
78.0,9360,6,7,203.0,2,3,5,760.0,976.0,2,0,976,1,2,3,1,2.0,94,0,0,38,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,157500
40.0,5680,5,3,0.0,2,3,1,0.0,969.0,2,245,1214,1,2,2,0,1.0,0,0,77,106,57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,117000
70.0,7000,5,6,0.0,2,3,4,468.0,864.0,3,0,864,1,3,2,0,1.0,0,0,0,44,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,105000
51.0,10480,6,5,0.0,2,3,1,0.0,1064.0,4,0,1639,1,3,2,0,1.0,0,0,0,72,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,115000
95.0,11578,9,5,302.0,4,5,1,0.0,1736.0,4,0,1736,2,3,4,1,3.0,319,90,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,360000
64.0,7018,5,5,0.0,2,0,0,0.0,0.0,2,0,1535,2,4,2,0,2.0,0,0,0,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,118858
68.73849737914968,9130,6,8,252.0,2,3,6,400.0,800.0,3,832,1632,1,4,3,0,2.0,0,40,0,42,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,173000
60.0,10800,3,5,0.0,2,3,1,0.0,630.0,2,0,725,1,1,2,0,1.0,0,30,0,119,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,78500
62.0,8244,7,5,0.0,3,4,1,0.0,840.0,4,880,1720,2,3,3,1,2.0,100,48,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,183500
60.0,6000,4,4,0.0,1,2,1,0.0,936.0,2,0,936,1,2,2,0,2.0,0,32,112,56,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,93000
